,0
ncbi_tid|562|ref|NZ_CP015076.1_cluster013,8
ncbi_tid|562|ref|NZ_CP015076.1_cluster014,7
ncbi_tid|562|ref|NZ_CP015076.1_cluster015,15
ncbi_tid|562|ref|NZ_CP015076.1_cluster016,21
ncbi_tid|562|ref|NZ_CP015076.1_cluster017,11
ncbi_tid|562|ref|NZ_CP015076.1_cluster018,12
ncbi_tid|562|ref|NZ_CP015076.1_cluster019,9
ncbi_tid|562|ref|NZ_CP015076.1_cluster020,10
ncbi_tid|562|ref|NZ_CP015076.1_cluster021,1
ncbi_tid|562|ref|NZ_CP015138.1_cluster001,5
ncbi_tid|562|ref|NZ_CP015138.1_cluster002,3
ncbi_tid|562|ref|NZ_CP015138.1_cluster003,2
ncbi_tid|562|ref|NZ_CP015138.1_cluster004,1
ncbi_tid|562|ref|NZ_CP015138.1_cluster005,13
ncbi_tid|562|ref|NZ_CP015138.1_cluster006,13
ncbi_tid|562|ref|NZ_CP015138.1_cluster007,10
ncbi_tid|562|ref|NZ_CP015138.1_cluster008,9
ncbi_tid|562|ref|NZ_CP015138.1_cluster009,12
ncbi_tid|562|ref|NZ_CP015138.1_cluster010,11
ncbi_tid|562|ref|NZ_CP015138.1_cluster011,21
ncbi_tid|562|ref|NZ_CP015138.1_cluster012,15
ncbi_tid|562|ref|NZ_CP015138.1_cluster013,7
ncbi_tid|562|ref|NZ_CP015138.1_cluster014,8
ncbi_tid|562|ref|NZ_CP015138.1_cluster015,6
ncbi_tid|562|ref|NZ_CP015138.1_cluster016,10
ncbi_tid|562|ref|NZ_CP015138.1_cluster017,24
ncbi_tid|562|ref|NZ_CP015138.1_cluster018,9
ncbi_tid|562|ref|NZ_CP015138.1_cluster019,5
ncbi_tid|562|ref|NZ_CP015138.1_cluster020,8
ncbi_tid|562|ref|NZ_CP015138.1_cluster021,17
ncbi_tid|562|ref|NZ_CP015138.1_cluster022,6
ncbi_tid|562|ref|NZ_CP015138.1_cluster023,25
ncbi_tid|562|ref|NZ_CP015159.1_cluster001,12
ncbi_tid|562|ref|NZ_CP015159.1_cluster002,9
ncbi_tid|562|ref|NZ_CP015159.1_cluster003,10
ncbi_tid|562|ref|NZ_CP015159.1_cluster004,1
ncbi_tid|562|ref|NZ_CP015159.1_cluster005,2
ncbi_tid|562|ref|NZ_CP015159.1_cluster006,3
ncbi_tid|562|ref|NZ_CP015159.1_cluster007,4
ncbi_tid|562|ref|NZ_CP015159.1_cluster008,5
ncbi_tid|562|ref|NZ_CP015159.1_cluster009,16
ncbi_tid|562|ref|NZ_CP015159.1_cluster010,6
ncbi_tid|562|ref|NZ_CP015159.1_cluster011,5
ncbi_tid|562|ref|NZ_CP015159.1_cluster012,8
ncbi_tid|562|ref|NZ_CP015159.1_cluster013,22
ncbi_tid|562|ref|NZ_CP015159.1_cluster014,9
ncbi_tid|562|ref|NZ_CP015159.1_cluster015,10
ncbi_tid|562|ref|NZ_CP015159.1_cluster016,6
ncbi_tid|562|ref|NZ_CP015159.1_cluster017,8
ncbi_tid|562|ref|NZ_CP015159.1_cluster018,7
ncbi_tid|562|ref|NZ_CP015159.1_cluster019,21
ncbi_tid|562|ref|NZ_CP015159.1_cluster020,11
ncbi_tid|562|ref|NZ_CP015240.1_cluster001,9
ncbi_tid|562|ref|NZ_CP015240.1_cluster002,10
ncbi_tid|562|ref|NZ_CP015240.1_cluster003,6
ncbi_tid|562|ref|NZ_CP015240.1_cluster004,1
ncbi_tid|562|ref|NZ_CP015240.1_cluster005,8
ncbi_tid|562|ref|NZ_CP015240.1_cluster006,7
ncbi_tid|562|ref|NZ_CP015240.1_cluster007,11
ncbi_tid|562|ref|NZ_CP015240.1_cluster008,12
ncbi_tid|562|ref|NZ_CP015240.1_cluster009,9
ncbi_tid|562|ref|NZ_CP015240.1_cluster010,10
ncbi_tid|562|ref|NZ_CP015240.1_cluster011,1
ncbi_tid|562|ref|NZ_CP015240.1_cluster012,2
ncbi_tid|562|ref|NZ_CP015240.1_cluster013,4
ncbi_tid|562|ref|NZ_CP015240.1_cluster014,5
ncbi_tid|562|ref|NZ_CP015240.1_cluster015,6
ncbi_tid|562|ref|NZ_CP015240.1_cluster016,4
ncbi_tid|562|ref|NZ_CP015240.1_cluster017,7
ncbi_tid|562|ref|NZ_CP015240.1_cluster018,8
ncbi_tid|562|ref|NZ_CP015241.1_cluster001,9
ncbi_tid|562|ref|NZ_CP015241.1_cluster002,10
ncbi_tid|562|ref|NZ_CP015241.1_cluster003,6
ncbi_tid|562|ref|NZ_CP015241.1_cluster004,1
ncbi_tid|562|ref|NZ_CP015241.1_cluster005,4
ncbi_tid|562|ref|NZ_CP015241.1_cluster006,8
ncbi_tid|562|ref|NZ_CP015241.1_cluster007,7
ncbi_tid|562|ref|NZ_CP015241.1_cluster008,11
ncbi_tid|562|ref|NZ_CP015241.1_cluster009,12
ncbi_tid|562|ref|NZ_CP015241.1_cluster010,6
ncbi_tid|562|ref|NZ_CP015241.1_cluster011,9
ncbi_tid|562|ref|NZ_CP015241.1_cluster012,10
ncbi_tid|562|ref|NZ_CP015241.1_cluster013,1
ncbi_tid|562|ref|NZ_CP015241.1_cluster014,2
ncbi_tid|562|ref|NZ_CP015241.1_cluster015,3
ncbi_tid|562|ref|NZ_CP015241.1_cluster016,4
ncbi_tid|562|ref|NZ_CP015241.1_cluster017,5
ncbi_tid|562|ref|NZ_CP015241.1_cluster018,8
ncbi_tid|562|ref|NZ_CP015241.1_cluster019,6
ncbi_tid|562|ref|NZ_CP015241.1_cluster020,27
ncbi_tid|562|ref|NZ_CP015241.1_cluster021,4
ncbi_tid|562|ref|NZ_CP015241.1_cluster022,8
ncbi_tid|562|ref|NZ_CP015995.1_cluster001,9
ncbi_tid|562|ref|NZ_CP015995.1_cluster002,11
ncbi_tid|562|ref|NZ_CP015995.1_cluster003,7
ncbi_tid|562|ref|NZ_CP015995.1_cluster004,4
ncbi_tid|562|ref|NZ_CP015995.1_cluster005,1
ncbi_tid|562|ref|NZ_CP015995.1_cluster006,6
ncbi_tid|562|ref|NZ_CP015995.1_cluster007,10
ncbi_tid|562|ref|NZ_CP015995.1_cluster008,9
ncbi_tid|562|ref|NZ_CP015995.1_cluster009,4
ncbi_tid|562|ref|NZ_CP015995.1_cluster010,7
ncbi_tid|562|ref|NZ_CP015995.1_cluster011,8
ncbi_tid|562|ref|NZ_CP015995.1_cluster012,6
ncbi_tid|562|ref|NZ_CP015995.1_cluster013,5
ncbi_tid|562|ref|NZ_CP015995.1_cluster014,3
ncbi_tid|562|ref|NZ_CP015995.1_cluster015,2
ncbi_tid|562|ref|NZ_CP015995.1_cluster016,1
ncbi_tid|562|ref|NZ_CP015995.1_cluster017,22
ncbi_tid|562|ref|NZ_CP015995.1_cluster018,13
ncbi_tid|562|ref|NZ_CP015995.1_cluster019,17
ncbi_tid|562|ref|NZ_CP015995.1_cluster020,10
ncbi_tid|562|ref|NZ_CP016007.1_cluster001,8
ncbi_tid|562|ref|NZ_CP016007.1_cluster002,2
ncbi_tid|562|ref|NZ_CP016007.1_cluster003,2
ncbi_tid|562|ref|NZ_CP016007.1_cluster004,9
ncbi_tid|562|ref|NZ_CP016007.1_cluster005,10
ncbi_tid|562|ref|NZ_CP016007.1_cluster006,6
ncbi_tid|562|ref|NZ_CP016007.1_cluster007,8
ncbi_tid|562|ref|NZ_CP016007.1_cluster008,7
ncbi_tid|562|ref|NZ_CP016007.1_cluster009,6
ncbi_tid|562|ref|NZ_CP016007.1_cluster010,11
ncbi_tid|562|ref|NZ_CP016007.1_cluster011,12
ncbi_tid|562|ref|NZ_CP016007.1_cluster012,9
ncbi_tid|562|ref|NZ_CP016007.1_cluster013,10
ncbi_tid|562|ref|NZ_CP016007.1_cluster014,13
ncbi_tid|562|ref|NZ_CP016007.1_cluster015,2
ncbi_tid|562|ref|NZ_CP016007.1_cluster016,3
ncbi_tid|562|ref|NZ_CP016007.1_cluster017,4
ncbi_tid|562|ref|NZ_CP016007.1_cluster018,5
ncbi_tid|562|ref|NZ_CP016007.1_cluster019,6
ncbi_tid|562|ref|NZ_CP016018.1_cluster001,9
ncbi_tid|562|ref|NZ_CP016018.1_cluster002,7
ncbi_tid|562|ref|NZ_CP016018.1_cluster003,1
ncbi_tid|562|ref|NZ_CP016018.1_cluster004,6
ncbi_tid|562|ref|NZ_CP016018.1_cluster005,10
ncbi_tid|562|ref|NZ_CP016018.1_cluster006,9
ncbi_tid|562|ref|NZ_CP016018.1_cluster007,7
ncbi_tid|562|ref|NZ_CP016018.1_cluster008,4
ncbi_tid|562|ref|NZ_CP016018.1_cluster009,6
ncbi_tid|562|ref|NZ_CP016018.1_cluster010,5
ncbi_tid|562|ref|NZ_CP016018.1_cluster011,3
ncbi_tid|562|ref|NZ_CP016018.1_cluster012,2
ncbi_tid|562|ref|NZ_CP016018.1_cluster013,1
ncbi_tid|562|ref|NZ_CP016018.1_cluster014,17
ncbi_tid|562|ref|NZ_CP016018.1_cluster015,10
ncbi_tid|562|ref|NZ_HF572917.1_cluster001,1
ncbi_tid|562|ref|NZ_HF572917.1_cluster002,2
ncbi_tid|562|ref|NZ_HF572917.1_cluster003,3
ncbi_tid|562|ref|NZ_HF572917.1_cluster004,4
ncbi_tid|562|ref|NZ_HF572917.1_cluster005,5
ncbi_tid|562|ref|NZ_HF572917.1_cluster006,18
ncbi_tid|562|ref|NZ_HF572917.1_cluster007,6
ncbi_tid|562|ref|NZ_HF572917.1_cluster008,4
ncbi_tid|562|ref|NZ_HF572917.1_cluster009,7
ncbi_tid|562|ref|NZ_HF572917.1_cluster010,8
ncbi_tid|562|ref|NZ_HF572917.1_cluster011,17
ncbi_tid|562|ref|NZ_HF572917.1_cluster012,9
ncbi_tid|562|ref|NZ_HF572917.1_cluster013,10
ncbi_tid|562|ref|NZ_HF572917.1_cluster014,6
ncbi_tid|562|ref|NZ_HF572917.1_cluster015,1
ncbi_tid|562|ref|NZ_HF572917.1_cluster016,4
ncbi_tid|562|ref|NZ_HF572917.1_cluster017,8
ncbi_tid|562|ref|NZ_HF572917.1_cluster018,7
ncbi_tid|562|ref|NZ_HF572917.1_cluster019,11
ncbi_tid|562|ref|NZ_HF572917.1_cluster020,12
ncbi_tid|562|ref|NZ_HF572917.1_cluster021,9
ncbi_tid|562|ref|NZ_HF572917.1_cluster022,10
ncbi_tid|562|ref|NZ_HF572917.1_cluster023,13
ncbi_tid|562|ref|NZ_HF572917.1_cluster024,15
ncbi_tid|562|ref|NZ_LM993812.1_cluster001,1
ncbi_tid|562|ref|NZ_LM993812.1_cluster002,2
ncbi_tid|562|ref|NZ_LM993812.1_cluster003,3
ncbi_tid|562|ref|NZ_LM993812.1_cluster004,4
ncbi_tid|562|ref|NZ_LM993812.1_cluster005,5
ncbi_tid|562|ref|NZ_LM993812.1_cluster006,6
ncbi_tid|562|ref|NZ_LM993812.1_cluster007,4
ncbi_tid|562|ref|NZ_LM993812.1_cluster008,7
ncbi_tid|562|ref|NZ_LM993812.1_cluster009,8
ncbi_tid|562|ref|NZ_LM993812.1_cluster010,9
ncbi_tid|562|ref|NZ_LM993812.1_cluster011,10
ncbi_tid|562|ref|NZ_LM993812.1_cluster012,6
ncbi_tid|562|ref|NZ_LM993812.1_cluster013,1
ncbi_tid|562|ref|NZ_LM993812.1_cluster014,4
ncbi_tid|562|ref|NZ_LM993812.1_cluster015,7
ncbi_tid|562|ref|NZ_LM993812.1_cluster016,12
ncbi_tid|562|ref|NZ_LM993812.1_cluster017,10
ncbi_tid|562|ref|NZ_LM993812.1_cluster018,9
ncbi_tid|562|ref|NZ_LM993812.1_cluster019,17
ncbi_tid|562|ref|NZ_LM995446.1_cluster001,2
ncbi_tid|562|ref|NZ_LM995446.1_cluster002,3
ncbi_tid|562|ref|NZ_LM995446.1_cluster003,4
ncbi_tid|562|ref|NZ_LM995446.1_cluster004,5
ncbi_tid|562|ref|NZ_LM995446.1_cluster005,6
ncbi_tid|562|ref|NZ_LM995446.1_cluster006,4
ncbi_tid|562|ref|NZ_LM995446.1_cluster007,7
ncbi_tid|562|ref|NZ_LM995446.1_cluster008,8
ncbi_tid|562|ref|NZ_LM995446.1_cluster009,9
ncbi_tid|562|ref|NZ_LM995446.1_cluster010,10
ncbi_tid|562|ref|NZ_LM995446.1_cluster011,6
ncbi_tid|562|ref|NZ_LM995446.1_cluster012,1
ncbi_tid|562|ref|NZ_LM995446.1_cluster013,4
ncbi_tid|562|ref|NZ_LM995446.1_cluster014,7
ncbi_tid|562|ref|NZ_LM995446.1_cluster015,12
ncbi_tid|562|ref|NZ_LM995446.1_cluster016,9
ncbi_tid|562|ref|NZ_LM995446.1_cluster017,10
ncbi_tid|562|ref|NZ_LM995446.1_cluster018,17
ncbi_tid|566546|ref|NC_017635.1_cluster001,1
ncbi_tid|566546|ref|NC_017635.1_cluster002,2
ncbi_tid|566546|ref|NC_017635.1_cluster003,3
ncbi_tid|566546|ref|NC_017635.1_cluster004,4
ncbi_tid|566546|ref|NC_017635.1_cluster005,5
ncbi_tid|566546|ref|NC_017635.1_cluster006,6
ncbi_tid|566546|ref|NC_017635.1_cluster007,4
ncbi_tid|566546|ref|NC_017635.1_cluster008,7
ncbi_tid|566546|ref|NC_017635.1_cluster009,8
ncbi_tid|566546|ref|NC_017635.1_cluster010,9
ncbi_tid|566546|ref|NC_017635.1_cluster011,10
ncbi_tid|566546|ref|NC_017635.1_cluster012,6
ncbi_tid|566546|ref|NC_017635.1_cluster013,1
ncbi_tid|566546|ref|NC_017635.1_cluster014,8
ncbi_tid|566546|ref|NC_017635.1_cluster015,7
ncbi_tid|566546|ref|NC_017635.1_cluster016,11
ncbi_tid|566546|ref|NC_017635.1_cluster017,12
ncbi_tid|566546|ref|NC_017635.1_cluster018,9
ncbi_tid|566546|ref|NC_017635.1_cluster019,10
ncbi_tid|566546|ref|NC_017664.1_cluster001,1
ncbi_tid|566546|ref|NC_017664.1_cluster002,2
ncbi_tid|566546|ref|NC_017664.1_cluster003,3
ncbi_tid|566546|ref|NC_017664.1_cluster004,4
ncbi_tid|566546|ref|NC_017664.1_cluster005,5
ncbi_tid|566546|ref|NC_017664.1_cluster006,6
ncbi_tid|566546|ref|NC_017664.1_cluster007,4
ncbi_tid|566546|ref|NC_017664.1_cluster008,7
ncbi_tid|566546|ref|NC_017664.1_cluster009,8
ncbi_tid|566546|ref|NC_017664.1_cluster010,9
ncbi_tid|566546|ref|NC_017664.1_cluster011,10
ncbi_tid|566546|ref|NC_017664.1_cluster012,6
ncbi_tid|566546|ref|NC_017664.1_cluster013,1
ncbi_tid|566546|ref|NC_017664.1_cluster014,8
ncbi_tid|566546|ref|NC_017664.1_cluster015,7
ncbi_tid|566546|ref|NC_017664.1_cluster016,11
ncbi_tid|566546|ref|NC_017664.1_cluster017,12
ncbi_tid|566546|ref|NC_017664.1_cluster018,9
ncbi_tid|566546|ref|NC_017664.1_cluster019,10
ncbi_tid|573235|ref|NC_013361.1_cluster001,1
ncbi_tid|573235|ref|NC_013361.1_cluster002,2
ncbi_tid|573235|ref|NC_013361.1_cluster003,3
ncbi_tid|573235|ref|NC_013361.1_cluster004,4
ncbi_tid|573235|ref|NC_013361.1_cluster005,5
ncbi_tid|573235|ref|NC_013361.1_cluster006,15
ncbi_tid|573235|ref|NC_013361.1_cluster007,6
ncbi_tid|573235|ref|NC_013361.1_cluster008,4
ncbi_tid|573235|ref|NC_013361.1_cluster009,7
ncbi_tid|573235|ref|NC_013361.1_cluster010,8
ncbi_tid|573235|ref|NC_013361.1_cluster011,17
ncbi_tid|573235|ref|NC_013361.1_cluster012,9
ncbi_tid|573235|ref|NC_013361.1_cluster013,10
ncbi_tid|573235|ref|NC_013361.1_cluster014,6
ncbi_tid|573235|ref|NC_013361.1_cluster015,1
ncbi_tid|573235|ref|NC_013361.1_cluster016,4
ncbi_tid|573235|ref|NC_013361.1_cluster017,7
ncbi_tid|573235|ref|NC_013361.1_cluster018,11
ncbi_tid|573235|ref|NC_013361.1_cluster019,10
ncbi_tid|573235|ref|NC_013361.1_cluster020,9
ncbi_tid|574521|ref|NC_011601.1_cluster001,2
ncbi_tid|574521|ref|NC_011601.1_cluster002,3
ncbi_tid|574521|ref|NC_011601.1_cluster003,4
ncbi_tid|574521|ref|NC_011601.1_cluster004,5
ncbi_tid|574521|ref|NC_011601.1_cluster005,6
ncbi_tid|574521|ref|NC_011601.1_cluster006,5
ncbi_tid|574521|ref|NC_011601.1_cluster007,8
ncbi_tid|574521|ref|NC_011601.1_cluster008,9
ncbi_tid|574521|ref|NC_011601.1_cluster009,10
ncbi_tid|574521|ref|NC_011601.1_cluster010,6
ncbi_tid|574521|ref|NC_011601.1_cluster011,8
ncbi_tid|574521|ref|NC_011601.1_cluster012,7
ncbi_tid|574521|ref|NC_011601.1_cluster013,11
ncbi_tid|574521|ref|NC_011601.1_cluster014,12
ncbi_tid|574521|ref|NC_011601.1_cluster015,9
ncbi_tid|574521|ref|NC_011601.1_cluster016,10
ncbi_tid|574521|ref|NC_011601.1_cluster017,13
ncbi_tid|585034|ref|NC_011741.1_cluster001,1
ncbi_tid|585034|ref|NC_011741.1_cluster002,2
ncbi_tid|585034|ref|NC_011741.1_cluster003,3
ncbi_tid|585034|ref|NC_011741.1_cluster004,4
ncbi_tid|585034|ref|NC_011741.1_cluster005,5
ncbi_tid|585034|ref|NC_011741.1_cluster006,6
ncbi_tid|585034|ref|NC_011741.1_cluster007,4
ncbi_tid|585034|ref|NC_011741.1_cluster008,7
ncbi_tid|585034|ref|NC_011741.1_cluster009,8
ncbi_tid|585034|ref|NC_011741.1_cluster010,9
ncbi_tid|585034|ref|NC_011741.1_cluster011,10
ncbi_tid|585034|ref|NC_011741.1_cluster012,6
ncbi_tid|585034|ref|NC_011741.1_cluster013,1
ncbi_tid|585034|ref|NC_011741.1_cluster014,8
ncbi_tid|585034|ref|NC_011741.1_cluster015,7
ncbi_tid|585034|ref|NC_011741.1_cluster016,11
ncbi_tid|585034|ref|NC_011741.1_cluster017,12
ncbi_tid|585034|ref|NC_011741.1_cluster018,9
ncbi_tid|585034|ref|NC_011741.1_cluster019,10
ncbi_tid|585055|ref|NC_011748.1_cluster001,1
ncbi_tid|585055|ref|NC_011748.1_cluster002,2
ncbi_tid|585055|ref|NC_011748.1_cluster003,3
ncbi_tid|585055|ref|NC_011748.1_cluster004,4
ncbi_tid|585055|ref|NC_011748.1_cluster005,5
ncbi_tid|585055|ref|NC_011748.1_cluster006,6
ncbi_tid|585055|ref|NC_011748.1_cluster007,4
ncbi_tid|585055|ref|NC_011748.1_cluster008,7
ncbi_tid|585055|ref|NC_011748.1_cluster009,8
ncbi_tid|585055|ref|NC_011748.1_cluster010,17
ncbi_tid|585055|ref|NC_011748.1_cluster011,9
ncbi_tid|585055|ref|NC_011748.1_cluster012,10
ncbi_tid|585055|ref|NC_011748.1_cluster013,6
ncbi_tid|585055|ref|NC_011748.1_cluster014,1
ncbi_tid|585055|ref|NC_011748.1_cluster015,4
ncbi_tid|585055|ref|NC_011748.1_cluster016,8
ncbi_tid|585055|ref|NC_011748.1_cluster017,7
ncbi_tid|585055|ref|NC_011748.1_cluster018,12
ncbi_tid|585055|ref|NC_011748.1_cluster019,9
ncbi_tid|585055|ref|NC_011748.1_cluster020,10
ncbi_tid|585055|ref|NC_011748.1_cluster021,13
ncbi_tid|585055|ref|NC_011748.1_cluster022,15
ncbi_tid|585057|ref|NC_011750.1_cluster001,1
ncbi_tid|585057|ref|NC_011750.1_cluster002,2
ncbi_tid|585057|ref|NC_011750.1_cluster003,3
ncbi_tid|585057|ref|NC_011750.1_cluster004,4
ncbi_tid|585057|ref|NC_011750.1_cluster005,5
ncbi_tid|585057|ref|NC_011750.1_cluster006,9
ncbi_tid|585057|ref|NC_011750.1_cluster007,17
ncbi_tid|585057|ref|NC_011750.1_cluster008,8
ncbi_tid|585057|ref|NC_011750.1_cluster009,4
ncbi_tid|585057|ref|NC_011750.1_cluster010,6
ncbi_tid|585057|ref|NC_011750.1_cluster011,25
ncbi_tid|585057|ref|NC_011750.1_cluster012,10
ncbi_tid|585057|ref|NC_011750.1_cluster013,6
ncbi_tid|585057|ref|NC_011750.1_cluster014,1
ncbi_tid|585057|ref|NC_011750.1_cluster015,8
ncbi_tid|585057|ref|NC_011750.1_cluster016,10
ncbi_tid|585057|ref|NC_011750.1_cluster017,7
ncbi_tid|585057|ref|NC_011750.1_cluster018,15
ncbi_tid|585057|ref|NC_011750.1_cluster019,11
ncbi_tid|585057|ref|NC_011750.1_cluster020,12
ncbi_tid|585057|ref|NC_011750.1_cluster021,9
ncbi_tid|585057|ref|NC_011750.1_cluster022,17
ncbi_tid|585395|ref|NC_013353.1_cluster001,1
ncbi_tid|585395|ref|NC_013353.1_cluster002,2
ncbi_tid|585395|ref|NC_013353.1_cluster003,3
ncbi_tid|585395|ref|NC_013353.1_cluster004,4
ncbi_tid|585395|ref|NC_013353.1_cluster005,5
ncbi_tid|585395|ref|NC_013353.1_cluster006,6
ncbi_tid|585395|ref|NC_013353.1_cluster007,4
ncbi_tid|585395|ref|NC_013353.1_cluster008,7
ncbi_tid|585395|ref|NC_013353.1_cluster009,8
ncbi_tid|585395|ref|NC_013353.1_cluster010,9
ncbi_tid|585395|ref|NC_013353.1_cluster011,10
ncbi_tid|585395|ref|NC_013353.1_cluster012,6
ncbi_tid|585395|ref|NC_013353.1_cluster013,18
ncbi_tid|585395|ref|NC_013353.1_cluster014,1
ncbi_tid|585395|ref|NC_013353.1_cluster015,8
ncbi_tid|585395|ref|NC_013353.1_cluster016,7
ncbi_tid|585395|ref|NC_013353.1_cluster017,11
ncbi_tid|585395|ref|NC_013353.1_cluster018,12
ncbi_tid|585395|ref|NC_013353.1_cluster019,10
ncbi_tid|585395|ref|NC_013353.1_cluster020,9
ncbi_tid|585396|ref|NC_013364.1_cluster001,1
ncbi_tid|585396|ref|NC_013364.1_cluster002,2
ncbi_tid|585396|ref|NC_013364.1_cluster003,3
ncbi_tid|585396|ref|NC_013364.1_cluster004,4
ncbi_tid|585396|ref|NC_013364.1_cluster005,5
ncbi_tid|585396|ref|NC_013364.1_cluster006,18
ncbi_tid|585396|ref|NC_013364.1_cluster007,15
ncbi_tid|585396|ref|NC_013364.1_cluster008,6
ncbi_tid|585396|ref|NC_013364.1_cluster009,4
ncbi_tid|585396|ref|NC_013364.1_cluster010,7
ncbi_tid|585396|ref|NC_013364.1_cluster011,8
ncbi_tid|585396|ref|NC_013364.1_cluster012,9
ncbi_tid|585396|ref|NC_013364.1_cluster013,10
ncbi_tid|585396|ref|NC_013364.1_cluster014,6
ncbi_tid|585396|ref|NC_013364.1_cluster015,1
ncbi_tid|585396|ref|NC_013364.1_cluster016,4
ncbi_tid|585396|ref|NC_013364.1_cluster017,8
ncbi_tid|585396|ref|NC_013364.1_cluster018,7
ncbi_tid|585396|ref|NC_013364.1_cluster019,11
ncbi_tid|585396|ref|NC_013364.1_cluster020,9
ncbi_tid|585396|ref|NC_013364.1_cluster021,10
ncbi_tid|591946|ref|NC_011993.1_cluster001,2
ncbi_tid|591946|ref|NC_011993.1_cluster002,3
ncbi_tid|591946|ref|NC_011993.1_cluster003,4
ncbi_tid|591946|ref|NC_011993.1_cluster004,5
ncbi_tid|591946|ref|NC_011993.1_cluster005,16
ncbi_tid|591946|ref|NC_011993.1_cluster006,6
ncbi_tid|591946|ref|NC_011993.1_cluster007,5
ncbi_tid|591946|ref|NC_011993.1_cluster008,8
ncbi_tid|591946|ref|NC_011993.1_cluster009,17
ncbi_tid|591946|ref|NC_011993.1_cluster010,9
ncbi_tid|591946|ref|NC_011993.1_cluster011,10
ncbi_tid|591946|ref|NC_011993.1_cluster012,6
ncbi_tid|591946|ref|NC_011993.1_cluster013,8
ncbi_tid|591946|ref|NC_011993.1_cluster014,7
ncbi_tid|591946|ref|NC_011993.1_cluster015,11
ncbi_tid|591946|ref|NC_011993.1_cluster016,12
ncbi_tid|591946|ref|NC_011993.1_cluster017,9
ncbi_tid|591946|ref|NC_011993.1_cluster018,10
ncbi_tid|591946|ref|NC_011993.1_cluster019,13
ncbi_tid|591946|ref|NC_011993.1_cluster020,17
ncbi_tid|595495|ref|NC_016902.1_cluster001,9
ncbi_tid|595495|ref|NC_016902.1_cluster002,11
ncbi_tid|595495|ref|NC_016902.1_cluster003,7
ncbi_tid|595495|ref|NC_016902.1_cluster004,8
ncbi_tid|595495|ref|NC_016902.1_cluster005,1
ncbi_tid|595495|ref|NC_016902.1_cluster006,6
ncbi_tid|595495|ref|NC_016902.1_cluster007,10
ncbi_tid|595495|ref|NC_016902.1_cluster008,24
ncbi_tid|595495|ref|NC_016902.1_cluster009,9
ncbi_tid|595495|ref|NC_016902.1_cluster010,7
ncbi_tid|595495|ref|NC_016902.1_cluster011,4
ncbi_tid|595495|ref|NC_016902.1_cluster012,6
ncbi_tid|595495|ref|NC_016902.1_cluster013,5
ncbi_tid|595495|ref|NC_016902.1_cluster014,3
ncbi_tid|595495|ref|NC_016902.1_cluster015,2
ncbi_tid|595495|ref|NC_016902.1_cluster016,1
ncbi_tid|595495|ref|NC_016902.1_cluster017,13
ncbi_tid|595495|ref|NC_016902.1_cluster018,17
ncbi_tid|595495|ref|NC_016902.1_cluster019,10
ncbi_tid|595495|ref|NC_017660.1_cluster001,10
ncbi_tid|595495|ref|NC_017660.1_cluster002,9
ncbi_tid|595495|ref|NC_017660.1_cluster003,11
ncbi_tid|595495|ref|NC_017660.1_cluster004,8
ncbi_tid|595495|ref|NC_017660.1_cluster005,1
ncbi_tid|595495|ref|NC_017660.1_cluster006,6
ncbi_tid|595495|ref|NC_017660.1_cluster007,10
ncbi_tid|595495|ref|NC_017660.1_cluster008,24
ncbi_tid|595495|ref|NC_017660.1_cluster009,9
ncbi_tid|595495|ref|NC_017660.1_cluster010,7
ncbi_tid|595495|ref|NC_017660.1_cluster011,4
ncbi_tid|595495|ref|NC_017660.1_cluster012,6
ncbi_tid|595495|ref|NC_017660.1_cluster013,5
ncbi_tid|595495|ref|NC_017660.1_cluster014,3
ncbi_tid|595495|ref|NC_017660.1_cluster015,2
ncbi_tid|595495|ref|NC_017660.1_cluster016,1
ncbi_tid|595495|ref|NC_017660.1_cluster017,17
ncbi_tid|595496|ref|NC_012759.1_cluster001,1
ncbi_tid|595496|ref|NC_012759.1_cluster002,2
ncbi_tid|595496|ref|NC_012759.1_cluster003,3
ncbi_tid|595496|ref|NC_012759.1_cluster004,4
ncbi_tid|595496|ref|NC_012759.1_cluster005,5
ncbi_tid|595496|ref|NC_012759.1_cluster006,6
ncbi_tid|595496|ref|NC_012759.1_cluster007,4
ncbi_tid|595496|ref|NC_012759.1_cluster008,7
ncbi_tid|595496|ref|NC_012759.1_cluster009,8
ncbi_tid|595496|ref|NC_012759.1_cluster010,9
ncbi_tid|595496|ref|NC_012759.1_cluster011,10
ncbi_tid|595496|ref|NC_012759.1_cluster012,6
ncbi_tid|595496|ref|NC_012759.1_cluster013,1
ncbi_tid|595496|ref|NC_012759.1_cluster014,4
ncbi_tid|595496|ref|NC_012759.1_cluster015,7
ncbi_tid|595496|ref|NC_012759.1_cluster016,12
ncbi_tid|595496|ref|NC_012759.1_cluster017,9
ncbi_tid|595496|ref|NC_012759.1_cluster018,10
ncbi_tid|595496|ref|NC_012759.1_cluster019,17
ncbi_tid|655817|ref|NC_017631.1_cluster001,2
ncbi_tid|655817|ref|NC_017631.1_cluster002,3
ncbi_tid|655817|ref|NC_017631.1_cluster003,4
ncbi_tid|655817|ref|NC_017631.1_cluster004,5
ncbi_tid|655817|ref|NC_017631.1_cluster005,6
ncbi_tid|655817|ref|NC_017631.1_cluster006,6
ncbi_tid|655817|ref|NC_017631.1_cluster007,5
